Country Name,Country Code,Series Name,Series Code,1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Antigua and Barbuda,ATG,GDP (constant 2010 US$),NY.GDP.MKTP.KD,820027567.04884,864896264.962877,905815589.17117,939399770.190413,997674789.130764,952300505.076013,962084840.143441,1020546345.77504,1079401545.5326,1149280180.81721,1295332413.25319,1415997590.78741,1415794527.50139,1246427314.51083,1148700000,1126201416.73822,1164186683.67089,1157191360.67478,1201115192.6865,1247061369.26107,1315622165.26087,1357005634.12294,1457277455.93212,1525166899.84343,..
Antigua and Barbuda,ATG,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,11685.7989119582,12062.0364967488,12370.4740135908,12580.0113853605,13124.5367966055,12333.5816333732,12287.9473803364,12869.4368950194,13436.087750605,14107.6558131371,15662.2704252901,16851.8981123392,16578.9726512804,14368.7007413694,13049.2570545735,12618.0791316619,12876.8892883551,12644.6890235017,12976.3314609289,13328.1466479391,13917.9511172561,14220.5021076325,15134.8841569088,15704.2659429089,..
Argentina,ARG,GDP (constant 2010 US$),NY.GDP.MKTP.KD,281768091694.844,304622433397.251,316350941905.026,305641016669.195,303229512290.352,289860609223.184,258281789127.305,281106256200.528,306488951656.956,333618311350.415,360465082297.96,392934518437.813,408876787794.809,384677312577.801,423627422092.49,449061807872.401,444452545623.356,455143068397.581,443707073929.401,455825423287.839,446342760088.163,458922944048.575,447149955692.001,437813398153.622,..
Argentina,ARG,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,7994.24337081722,8543.02853403286,8772.06320960578,8381.25399829498,8224.11282651363,7776.13787206685,6854.29408086406,7380.4670873289,7962.41230916816,8577.86499429459,9174.50245831662,9901.51188115634,10201.4759370923,9502.24358504659,10385.9644319555,10883.315359489,10649.8372874572,10784.6306992057,10398.6940069464,10568.1578087083,10239.4813479933,10419.455405282,10049.5552392518,9742.45541691587,..
Armenia,ARM,GDP (constant 2010 US$),NY.GDP.MKTP.KD,3551100143.05546,3669035009.04982,3936874564.25953,4066791424.903,4306732119.09919,4720178402.50153,5343241951.53429,6091295824.83192,6730881886.36741,7666474468.51279,8678449098.31555,9867396624.91901,10548246992.0808,9060944166.1236,9260284937.79781,9695518329.75153,10393595649.5872,10736584306.0236,11123101341.1038,11479040583.9041,11501998665.0519,12364648565.1196,13007610290.463,13996188672.3481,..
Armenia,ARM,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1120.84988485824,1171.05993766849,1266.41072718467,1316.53041801029,1403.03125696524,1547.2509642915,1761.134046303,2018.36748635553,2243.08895410682,2571.54737412585,2933.58637163606,3364.70574241821,3627.79670234564,3137.34609774329,3218.37270660563,3370.55110335811,3603.59584817544,3705.35739637697,3819.21778720313,3923.71650211228,3917.37967561964,4198.79474869834,4406.70643384286,4732.06950610049,..
Aruba,ABW,GDP (constant 2010 US$),NY.GDP.MKTP.KD,2170502935.00301,2323455541.5216,2369738447.19726,2399076806.9702,2581804607.81403,2505092564.79457,2423084691.96376,2470953875.24177,2666444959.29254,2698824916.29108,2727178974.02819,2776274358.20761,2773756053.97674,2481963892.1005,2390502793.29609,2472880828.36298,2439005748.52239,2541400876.22235,2549025078.85102,2694319530.67228,2750900229.65302,2805918209.60966,..,..,..
Aruba,ABW,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,26087.7756610939,27190.5014747821,27151.9237278694,26954.404887031,28417.3842120132,26966.0548644166,25508.3027198476,25469.2876015726,27005.5294296216,26979.8853984373,27046.224230202,27427.5785719272,27365.9311941508,24463.6921995023,23512.6025956397,24233.0010815022,23781.2572983852,24635.764947531,24563.2343250816,25822.2513745534,26231.0266768348,26630.2052807325,..,..,..
Australia,AUS,GDP (constant 2010 US$),NY.GDP.MKTP.KD,715157492429.37,743524483707.404,777553285175.057,817003221615.663,849137077164.435,865532704887.51,900166165695.802,927044536189.266,964640382071.844,995550062444.482,1023371077536.56,1062711818739.97,1101585323180.17,1122922963917.09,1146138465603.81,1174365063005.45,1220378598873.43,1251924137225.91,1283636811145.51,1311782440650.19,1348127369665.9,1379142531152.01,1419817385593.49,1450499018770.09,..
Australia,AUS,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,39056.1680099049,40153.6147166066,41555.9449080785,43168.2987221633,44334.4163924416,44585.2111928867,45806.7194040019,46595.9234893124,47926.7258598649,48813.9164122463,49443.2322862009,51024.20916188,51841.2609971277,51767.4024588708,52022.1255961876,52567.7619238659,53682.0321439532,54129.9357689465,54679.4164458288,55079.8923433681,55728.6822551091,56058.4659514366,56832.0504820575,57186.6212930671,..
Austria,AUT,GDP (constant 2010 US$),NY.GDP.MKTP.KD,297237508346.442,303460471006.619,314328682652.371,325507251810.694,336495472200.435,340759435782.358,346387261608.152,349648396949.29,359211700961.583,367272646184.907,379958397036.836,394121024465.176,399876861217.528,384823184161.595,391892746544.69,403346977095.66,406091533760.531,406195106237.474,408881164188.391,413029270083.549,421246227873.787,431354400137.306,442483864448.169,448761534683.333,..
Austria,AUT,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,37346.00747133,38084.702501734,39405.4152181248,40727.4844977123,42001.210774577,42370.9302536426,42859.3299380524,43052.602598004,43956.5829032552,44637.8560109729,45951.7346365426,47510.2937856663,48053.4823567215,46123.4911031965,46858.0432733717,48065.3165411898,48172.2381151452,47901.366129632,47842.7489082353,47789.3850154389,48215.8905287218,49031.1070286152,50051.7859126367,50552.9061212823,..
Azerbaijan,AZE,GDP (constant 2010 US$),NY.GDP.MKTP.KD,9614330840.70045,10171962030.6465,11189158352.2522,12017156024.0878,13351060283.0959,14672815268.5084,16057770026.7758,17696995366.1973,19334640158.1058,24740902926.3267,33268154327.4079,41739296291.7775,46160087685.6421,50484860818.0919,52902703376.1056,52070545110.5105,53217627468.0712,56327354699.9012,57903160570.3635,58510881089.1125,56718342640.9299,56805470322.5841,57657780568.97,58937036212.3055,..
Azerbaijan,AZE,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1238.48136554173,1297.73380928734,1414.02228639608,1505.39050127936,1658.80529323062,1808.95740069391,1964.98632844986,2149.23250460856,2327.65185795531,2948.20604828813,3921.02755330664,4863.98288042342,5267.371988685,5642.5047154852,5842.80578358576,5676.45041334095,5724.92083164488,5981.58065567077,6072.64612808803,6063.7178320377,5812.60867097356,5764.69251955865,5800.71518438101,5879.99265435911,..
"Bahamas, The",BHS,GDP (constant 2010 US$),NY.GDP.MKTP.KD,7889871944.77221,8052599546.05702,8432358980.27302,9034816848.13421,9409692544.77027,9656711991.56355,9917894277.33865,9792479896.28583,9878922051.45074,10214337148.4409,10471417094.6489,10622910634.3785,10376086537.0885,9942801338.99633,10095760000,10157685792.5136,10471221745.1457,10190699858.554,10298142085.3126,10321877049.9511,10470928720.8909,10797162391.2307,11123884435.3286,11259359315.7961,..
"Bahamas, The",BHS,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,27783.3914767067,28022.8827666431,29017.364185704,30724.1903004612,31570.7464318867,31910.567089742,32236.5412381806,31272.9893950603,30978.7015480089,31442.3708391668,31632.5474942041,31485.6460476736,30191.0391819404,28440.1818600369,28443.4076553352,28248.9864271453,28800.0070001586,27754.8693201859,27785.281087525,27583.4087373028,27705.927063117,28282.518097005,28845.2557704818,28908.5485742501,..
Bahrain,BHR,GDP (constant 2010 US$),NY.GDP.MKTP.KD,12858411436.1702,13256122074.4681,13891090691.4894,14488407446.8085,15256303191.4894,15636329787.234,16159920212.766,17177420212.766,18376569148.9362,19620478723.4043,20889335106.383,22621888297.8723,24034627659.5745,24645079787.234,25713271276.5957,26223297872.3404,27200930851.0638,28674361702.1277,29921808510.6383,30665478723.4043,31756595744.6809,33119255319.1489,33708590425.5319,34321808510.6383,..
Bahrain,BHR,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,22220.782690136,22281.7807014059,22634.9856468785,22761.1535577575,22955.2372613294,22416.2309058685,21981.9195272313,22058.8721481813,22144.6068766373,22066.209072122,21795.641469988,21837.5068879636,21562.6624712122,20796.2019205807,20722.1372891347,20516.5883157314,20924.7104304295,21805.1173792575,22395.3060349444,22353.3596020299,22272.9668967477,22167.0782833708,21478.1144253022,20912.9868841525,..
Bangladesh,BGD,GDP (constant 2010 US$),NY.GDP.MKTP.KD,55327792521.5125,57811953140.0005,60804893490.1261,63644577095.6803,67013472133.6724,70415938962.5704,73115069176.56,76580407159.1288,80592862795.19,85860367933.4753,91588890098.7471,98053782905.9494,103950531260.888,109194965287.21,115279077465.226,122731154082.416,130735015707.153,138596904008.416,146997344629.787,156629551254.77,167771360258.825,179992118771.403,194146236466.491,209974367461.625,..
Bangladesh,BGD,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,470.274751382878,481.122518199902,495.626820187702,508.385290535559,524.94593974353,541.291733102006,551.903121370277,568.139301371235,588.327337375938,617.542748763888,649.929971831323,687.323177291706,720.357100019766,748.296160296938,781.153593557047,822.188302103644,865.750045010274,907.257539095072,951.314947969132,1002.38886567839,1062.04005915791,1127.2715619676,1203.21642542608,1287.8215971097,..
Barbados,BRB,GDP (constant 2010 US$),NY.GDP.MKTP.KD,3713000000,3889000000,4034000000,4047500000,4227500000,4127500000,4160000000,4250500000,4310500000,4481000000,4745500000,4850000000,4884000000,4636000000,4530000000,4499500000,4479000000,4416000000,4410500000,4518500000,4630500000,4652500000,4625500000,4621053250,..
Barbados,BRB,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,13903.8154046636,14501.0757419263,14977.5744794606,14965.7424080517,15570.0421707825,15146.7889908257,15214.4098015909,15494.1694097234,15658.3746240246,16216.5292067617,17102.3183903531,17402.2246142806,17446.2217713416,16492.1167966304,16056.3709766031,15900.0236759993,15787.8040183292,15533.1063398711,15484.9468972176,15836.3824984929,16202.1161947683,16254.2404265057,16136.9099326335,16099.8284121592,..
Belarus,BLR,GDP (constant 2010 US$),NY.GDP.MKTP.KD,21216752516.0832,23635463449.7575,25620840351.69,26491948709.2598,28028482645.7397,29352914216.1911,30833847251.5793,33005534486.7779,36784583396.0769,40242334795.7495,44266566187.7427,48073493773.2612,52976989868.7029,53082941363.8271,57222490768.7143,60300321142.6581,61317669289.2363,61932974220.8466,63002175707.5323,60589462935.5585,59058702608.9201,60554177331.8333,62461148027.2823,63224483611.5246,..
Belarus,BLR,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,2088.26304292158,2336.21265689013,2544.52680024729,2642.13034281536,2808.57494889476,2956.41530461209,3125.40643982263,3369.02930622984,3780.4759965654,4164.18550822824,4608.73674666689,5028.10690244594,5560.14622910331,5583.70185481887,6029.3967998293,6365.3780531651,6478.70481089972,6542.67841209401,6649.64932834342,6384.81714492541,6215.70186550089,6375.28892983321,6586.2977396088,6678.5090648389,..
Belgium,BEL,GDP (constant 2010 US$),NY.GDP.MKTP.KD,357083948331.14,370630490780.731,377901550407.363,391289632883.379,405832614001.301,410295226077.625,417298492042.621,421629977567.385,436687245639.171,446825975230.479,458230537757.548,475079129959.516,477202395106.604,467559360817.249,480951629493.033,489101421700.4,492716943941.295,494979708039.479,502793126783.126,513057442367.476,519556271260.416,527911187256.419,537478500579.38,546851155613.124,..
Belgium,BEL,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,35157.6952421495,36403.2582243852,37038.2489563237,38262.6247646785,39588.5978784345,39886.4953116175,40385.8680929315,40634.5964886326,41903.9923992143,42641.6935775474,43442.5827025048,44710.3842532272,44556.8252232385,43306.596023102,44141.8781415734,44309.6325382687,44361.2100930567,44355.3773098766,44855.9702018757,45507.2310582037,45850.9330303307,46409.1300759444,47035.6139543386,47618.2982067854,..
Belize,BLZ,GDP (constant 2010 US$),NY.GDP.MKTP.KD,723367337.919533,749263406.295601,777169147.383781,845440600.375234,955513245.778612,1000300237.64853,1047613675.21368,1145398607.463,1200233962.89347,1223661004.79466,1282630544.09006,1289176335.20951,1334135584.74046,1337063964.97811,1377200000,1403670260.57953,1437547600.5837,1456266266.41651,1509206787.57557,1552213783.61476,1553534425.68272,1582588551.17782,1615489764.43611,1619911044.40275,..
Belize,BLZ,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,3385.53681443544,3381.45774120228,3375.41541748659,3537.58598915106,3863.54748308275,3921.77712035274,3992.76492394056,4251.27069671707,4340.74719676198,4311.70191964293,4402.68749108416,4311.26606541094,4348.22547442813,4249.30150475318,4270.86434454699,4250.4936169464,4253.09941001094,4212.33173688301,4270.94510387408,4300.55933820061,4216.97726841129,4211.59954966434,4217.20716116883,4149.86190551309,..
Benin,BEN,GDP (constant 2010 US$),NY.GDP.MKTP.KD,5319783136.48257,5624856121.67752,5847657355.40308,6160007012.49151,6520842618.31787,6868608004.33002,7187519594.36151,7435027349.87739,7764375607.9695,7897392139.47095,8208844659.68716,8700254776.298,9126269457.94962,9337934308.08352,9535344283.47295,9817948328.01509,10290311747.0947,11030332696.1176,11731605852.3696,11940211526.2241,12338975597.609,13038787442.989,13912028868.5986,14867185272.7071,..
Benin,BEN,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,872.917139964444,895.44402689768,903.774011636785,924.35720670547,949.736259160293,970.590243312842,985.213354393403,988.627481599083,1001.85440007121,989.372278966197,999.020026621627,1029.03226327339,1049.36786915158,1043.96189434954,1036.53395164469,1037.74703995475,1057.66774031197,1102.52743002686,1140.44775377804,1128.99638029977,1134.92453620908,1166.76057483953,1211.31656294328,1259.80807064558,..
Bermuda,BMU,GDP (constant 2010 US$),NY.GDP.MKTP.KD,4825929496.97086,5047922261.1852,5244791293.71617,5422204052.92329,5927399287.21404,6355501907.7092,6261580912.26219,6475145040.91349,6625450412.05087,6736374176.52387,7109829729.28519,7347663466.78588,7210559312.22666,6804842936.4902,6634526000,6386212655.14811,6047404972.19919,6030489863.71561,5807297357.63173,5852334673.38245,5813872760.96263,6023836115.15353,5997764874.11684,6025347991.57898,..
Bermuda,BMU,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,80259.6001425412,83440.8691535978,86060.6024271232,88475.2231854987,95861.4216876756,101681.522905881,99529.1981221737,102252.586512649,103944.939002994,105003.182600054,110190.625502305,113236.090907192,110467.717313846,103675.466763517,101875.28407346,98912.9027809322,93327.0312694711,92775.339821166,89153.7559893109,89708.8258715522,90062.1613062341,94309.5848817737,93832.3666163461,94266.8417594258,..
Bhutan,BTN,GDP (constant 2010 US$),NY.GDP.MKTP.KD,513537325.975103,541133993.685776,573136823.001262,618895909.195995,661804110.259602,717057834.190665,795878852.307599,858142861.354838,909706453.911424,975999031.580887,1044316407.60137,1236061819.07918,1295386119.2204,1382803097.87711,1547991317.81183,1671561536.53383,1757118756.56187,1794369193.32997,1898020852.26839,2024091802.68411,2188590422.33604,2290400030.50247,2360374725.21472,2489357934.58305,..
Bhutan,BTN,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,948.422014303977,980.832275141018,1015.52122606212,1070.97466294271,1119.76412049589,1187.88985850948,1291.97337140733,1366.81993529366,1424.05305747583,1504.45561555708,1588.53136946711,1859.08623424394,1928.76867961222,2038.56141967339,2258.18314115595,2411.02893205206,2504.5058910519,2526.43366495453,2639.60088264112,2780.81953888315,2970.76650663428,3072.02029929191,3128.83549606004,3262.198967599,..
Bolivia,BOL,GDP (constant 2010 US$),NY.GDP.MKTP.KD,11879806482.1077,12468356893.4955,13095434492.3354,13151337537.2078,13481147773.3343,13708143466.1325,14048868261.3187,14429780945.3743,15031978173.6726,15696607282.8068,16449574973.6788,17200396536.6119,18257962435.1967,18870882464.0033,19649631314.0482,20672216265.8423,21731104190.183,23207952473.7937,24475238889.0138,25664047067.4511,26758341718.1097,27880909355.9291,29058493998.6193,29702635313.9423,..
Bolivia,BOL,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1527.11129237597,1570.82492826992,1617.36705484272,1592.73736424147,1601.41660719292,1597.64196040464,1606.90462605275,1620.26361239992,1657.5050756395,1700.18273688142,1750.80299260714,1799.4984888863,1878.11025338357,1909.08452741677,1955.46154376367,2024.11724030504,2094.02415243866,2201.39676993058,2286.01317207209,2361.05653658841,2425.56157524695,2490.95622581417,2559.51119070116,2579.89901190316,..
Bosnia and Herzegovina,BIH,GDP (constant 2010 US$),NY.GDP.MKTP.KD,6296177224.64676,8461405738.93595,9781384765.16799,10720397672.8447,11310019599.0831,11807660380.0627,12433466454.9756,12930805077.2339,13719579893.6984,14921313134.8433,15729153560.7731,16650743291.5849,17556851230.7796,17029363372.8317,17176781336.7644,17341594485.6047,17199074936.9112,17603228545.3329,17806343590.1312,18356410773.0628,18934602269.0509,19535100848.8297,20265727508.4724,20808476283.1073,..
Bosnia and Herzegovina,BIH,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1672.5468629729,2264.78779544707,2619.30960306153,2863.84821548928,3015.05970369908,3144.08804446976,3307.31219078418,3437.0575402125,3644.75898258655,3962.81578826491,4177.25960231122,4425.11035482351,4676.50077226167,4558.25641989555,4635.51777931783,4736.61993365646,4770.93162912533,4969.0068594531,5113.67368410914,5352.72045522849,5591.5857400054,5828.71653691876,6096.91949150311,6303.68866498252,..
Botswana,BWA,GDP (constant 2010 US$),NY.GDP.MKTP.KD,7036773210.98481,7622647271.30127,7656466173.47903,8396635190.76168,8563534760.35649,8584992740.53366,9106061524.90588,9527298350.73512,9785090060.42344,10230961941.7274,11086666407.6476,12004283598.7785,12754003611.8062,11778027692.1883,12786654498.3514,13560037580.374,14164292445.2226,15771004365.4671,16425384696.87,16146492271.1203,16841399749.4829,17330473616.2633,18106677203.4759,18643743999.9747,..
Botswana,BWA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,4676.43577983081,4948.405324051,4858.70641231446,5214.44632107634,5211.07380505514,5126.35428454524,5341.92019491827,5493.14422106986,5542.30553280887,5686.78064082125,6038.79192620086,6400.71769032462,6657.83251009515,6029.19874614065,6434.81572355331,6728.20488437247,6944.80914927972,7646.41410645297,7864.25098025293,7613.69852027346,7797.14647670629,7859.16899892583,8032.68193680205,8092.96708724053,..
Brazil,BRA,GDP (constant 2010 US$),NY.GDP.MKTP.KD,1414207205945.88,1462217362494.32,1467161088733.51,1474026486641.65,1538706023647.11,1560092443326.51,1607729271032.29,1626070712767.17,1719731810823.1,1774799882787.63,1845117253979.08,1957113483856.3,2056812669849.93,2054224952705.78,2208871646202.82,2296661602091.86,2340783923772.17,2411120883015.01,2423271865109.14,2337348378410.64,2260778787687.59,2290685930650.3,2320859395463.85,2347237948499.32,..
Brazil,BRA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,8591.01470912416,8744.84634619226,8641.27530944835,8554.07277616111,8803.15252917931,8804.32948764486,8954.83724534174,8943.82848255785,9346.03934316368,9535.41883036578,9805.72450610977,10293.530341463,10710.8722205603,10594.9865923924,11286.2430162457,11627.8106505917,11745.7759262897,11993.4839848731,11951.2094463497,11431.1544808449,10965.9742614391,11021.7182622703,11079.709675038,11121.7399151021,..
British Virgin Islands,VGB,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
British Virgin Islands,VGB,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Brunei Darussalam,BRN,GDP (constant 2010 US$),NY.GDP.MKTP.KD,11527788412.1746,11358194866.1533,11294758342.5009,11639492115.8783,11971150348.3682,12299643564.3564,12775897689.769,13146904070.407,13213206307.2974,13264408434.1768,13847739933.9934,13869146021.2688,13600124165.7499,13360145141.1808,13707370737.0737,14220755408.8742,14350568390.1724,14045471213.788,13693161276.1276,13639431536.487,13301457645.7646,13478181151.4485,13485221855.5189,14006979904.6571,..
Brunei Darussalam,BRN,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,37842.9279965812,36409.3719864638,35390.7901840577,35680.9788660012,35931.5965013377,36171.8050676004,36841.2942129897,37212.4669053931,36761.2498220737,36329.4982777345,37399.74000641,36987.8415885984,35844.4160068892,34800.5635264382,35269.5531076448,36121.891977592,35967.3283979567,34729.8266256897,33416.781835931,32873.4669130359,31685.2254544178,31752.740813782,31436.8681969939,32327.4055290563,..
Bulgaria,BGR,GDP (constant 2010 US$),NY.GDP.MKTP.KD,37855619063.4858,32482841154.8313,33874822442.0955,31069642496.7662,32555406323.5435,33798124235.1857,35810138200.2256,37655019586.0687,40080703028.4043,42947892705.1545,45869280338.7161,48876966228.4417,51851436378.6577,50101534229.7147,50381825504.2642,51568094264.4734,51751979375.9177,51920571507.3287,52899515523.1699,55010127749.7693,57111753665.4351,59112236490.8388,60940251461.1954,63191572277.6213,..
Bulgaria,BGR,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,4526.65391621036,3907.91330807584,4102.66445589065,3784.07810377947,3984.66596829829,4219.94318931861,4569.27428187651,4842.88565433566,5193.91346070867,5607.52705521766,6034.62012591414,6477.77027728137,6920.38895361115,6730.05814265952,6812.40633845402,7017.66364599858,7083.59878715875,7146.5587960175,7322.80862919503,7663.72202887539,8012.51120825339,8353.9682378682,8674.72320233978,9058.73528029721,..
Burkina Faso,BFA,GDP (constant 2010 US$),NY.GDP.MKTP.KD,4551192822.18367,4838684151.22481,5192281623.01799,5576263196.34399,5681569470.7925,6057314712.6026,6320987431.10425,6814182089.12188,7119351972.49106,7736021215.0327,8219767361.92083,8557713152.53562,9054059808.60577,9322236610.85099,10109618964.2848,10779134810.137,11474677064.7832,12139357469.4618,12664608725.7613,13161217009.7372,13945359253.6061,14810458138.26,15807384970.1785,16708316591.3587,..
